ts,image_path,vehicle_type,vehicle_id,tire_model_code,tire_position,tire_type,tread_design,operator,session_notes,brightness,glare_ratio,sharpness,edge_density,continuity,score,verdict,tread_verdict,quality_verdict,device_depth_mm,raw_score_verdict,psi_measured,psi_recommended,psi_status,mm_per_px,notes
20260327_075313,/home/charess/tireguard/data/captures/tire_20260327_075313.jpg,Car,redemo,,SPARE,,Asymmetrical,rwdemo,,148.00676328502416,0.0019806763285024156,362.40826422086866,0.33492753623188404,1155.5,0.21632663955703962,WARNING,WARNING,OK,3.8892291183390744,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.889; raw_score_verdict=GOOD
20260327_075249,/home/charess/tireguard/data/captures/tire_20260327_075249.jpg,Car,redemo,,SPARE,,Asymmetrical,rwdemo,,137.96586382872792,0.007717201891959173,386.3750993490511,0.42183221309434904,2711.2,0.23029932953771243,WARNING,WARNING,OK,3.9236328492053323,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.924; raw_score_verdict=GOOD
20260327_075102,/home/charess/tireguard/data/captures/tire_20260327_075102.jpg,Car,redemo,,SPARE,,Asymmetrical,rwdemo,,161.3804976851852,0.0404931841563786,345.8826055041086,0.32442772633744854,3363.6666666666665,0.2326382157838872,WARNING,WARNING,OK,3.9293916839788436,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.929; raw_score_verdict=GOOD
20260327_075058,/home/charess/tireguard/data/captures/tire_20260327_075058.jpg,Car,redemo,,SPARE,,Asymmetrical,rwdemo,,161.4602784207819,0.03817836934156379,448.3383313414346,0.39144483024691357,8117.0,0.2607787985493835,WARNING,WARNING,OK,3.9986797764809277,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.999; raw_score_verdict=GOOD
20260327_075028,/home/charess/tireguard/data/captures/tire_20260327_075028.jpg,Car,redemo,,SPARE,,Asymmetrical,rwdemo,,156.78435249485597,0.021829989711934155,395.8999098580233,0.38046553497942387,2629.777777777778,0.224956385013803,WARNING,WARNING,OK,3.9104773848181464,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.910; raw_score_verdict=GOOD
20260327_075011,/home/charess/tireguard/data/captures/tire_20260327_075011.jpg,Car,redemo,,SPARE,,Asymmetrical,rwdemo,,170.1886734825103,0.045653292181069956,222.35840876119528,0.2663966049382716,1655.0,0.20949531482396375,WARNING,WARNING,OK,3.872408945709334,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.872; raw_score_verdict=GOOD
20260327_075009,/home/charess/tireguard/data/captures/tire_20260327_075009.jpg,Car,redemo,,SPARE,,Asymmetrical,rwdemo,,169.1474247685185,0.046489197530864196,384.18858754913657,0.3708526234567901,3295.714285714286,0.23615518919118958,WARNING,WARNING,OK,3.938051219596966,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.938; raw_score_verdict=GOOD
20260327_074921,/home/charess/tireguard/data/captures/tire_20260327_074921.jpg,Car,redemo,,SPARE,,Symmetrical,rwdemo,,149.36789480452674,0.025189686213991768,132.76184951732353,0.2001511059670782,1196.2,0.16786199224259682,WARNING,WARNING,OK,3.769898861599639,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.770; raw_score_verdict=GOOD
20260327_074901,/home/charess/tireguard/data/captures/tire_20260327_074901.jpg,Car,redemo,,SPARE,,Asymmetrical,rwdemo,,181.14429012345678,0.0791698816872428,71.64532986771606,0.1258841306584362,714.6,0.1381499407326619,WARNING,WARNING,WARNING,3.696741479231167,GOOD,25.0,32.0,CRITICAL LOW,,Too much glare (glare_ratio=0.079); Too blurry (sharpness=71.6) | quality_verdict=WARNING | depth_mm=3.697; raw_score_verdict=GOOD
20260327_074857,/home/charess/tireguard/data/captures/tire_20260327_074857.jpg,Car,redemo,,SPARE,,Symmetrical,rwdemo,,170.80996013374485,0.021267361111111112,127.63366512440774,0.19823816872427982,1226.0,0.20331071196362566,WARNING,WARNING,OK,3.857181139709482,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.857; raw_score_verdict=GOOD
20260327_074815,/home/charess/tireguard/data/captures/tire_20260327_074815.jpg,Car,redemo,,SPARE,,Asymmetrical,rwdemo,,173.4621109825103,0.12274948559670781,242.0660974800089,0.27398405349794236,1682.5,0.20020350974297646,WARNING,WARNING,WARNING,3.849530547798109,GOOD,25.0,32.0,CRITICAL LOW,,Too much glare (glare_ratio=0.123) | quality_verdict=WARNING | depth_mm=3.850; raw_score_verdict=GOOD
20260327_074812,/home/charess/tireguard/data/captures/tire_20260327_074812.jpg,Car,redemo,,SPARE,,Symmetrical,rwdemo,,158.682918595679,0.018598894032921812,61.77260909238539,0.08619470164609054,444.8,0.09418164175485731,WARNING,WARNING,ADVISORY,3.5884821872285597,WARNING,25.0,32.0,CRITICAL LOW,,Blur advisory relaxed by strong tread signal | Too blurry (sharpness=61.8) | quality_verdict=ADVISORY | depth_mm=3.588; raw_score_verdict=WARNING
20260327_074743,/home/charess/tireguard/data/captures/tire_20260327_074743.jpg,Car,redemo,,SPARE,,Asymmetrical,rwdemo,,140.43213091563786,0.00036972736625514403,82.629536172163,0.1362847222222222,652.1,0.10373048535900548,WARNING,WARNING,OK,3.611993468584942,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.612; raw_score_verdict=GOOD
20260327_074740,/home/charess/tireguard/data/captures/tire_20260327_074740.jpg,Car,redemo,,SPARE,,Asymmetrical,rwdemo,,138.76109182098764,0.004886831275720165,249.92178818674387,0.2801247427983539,1688.4,0.17074148771959113,WARNING,WARNING,OK,3.7769887911377706,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.777; raw_score_verdict=GOOD
20260327_074717,/home/charess/tireguard/data/captures/tire_20260327_074717.jpg,Car,redemo,,SPARE,,Asymmetrical,rwdemo,,138.68237204218107,0.0046135545267489714,257.4989842751095,0.2640496399176955,1640.6,0.17425980171777747,WARNING,WARNING,OK,3.785651627575423,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.786; raw_score_verdict=GOOD
20260327_074715,/home/charess/tireguard/data/captures/tire_20260327_074715.jpg,Car,redemo,,SPARE,,Asymmetrical,rwdemo,,140.30491255144034,0.007410622427983539,254.03178702751103,0.28665123456790126,1738.1,0.17820635895449694,WARNING,WARNING,OK,3.795368889835459,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.795; raw_score_verdict=GOOD
20260327_074610,/home/charess/tireguard/data/captures/tire_20260327_074610.jpg,Car,redemo,,SPARE,,Directional,rwdemo,,117.57232188786008,0.0010770318930041153,143.2092347784239,0.24450231481481483,1490.6,0.2400072859441702,WARNING,WARNING,OK,3.9475359000803696,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.948; raw_score_verdict=GOOD
20260327_074607,/home/charess/tireguard/data/captures/tire_20260327_074607.jpg,Car,redemo,,SPARE,,Asymmetrical,rwdemo,,131.73400527263374,0.016734182098765434,265.1931423298436,0.34329989711934156,2131.1,0.3201178206702392,WARNING,WARNING,OK,4.14478505397128,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=4.145; raw_score_verdict=GOOD
20260327_074606,/home/charess/tireguard/data/captures/tire_20260327_074606.jpg,Car,redemo,,SPARE,,Directional,rwdemo,,131.3485725308642,0.013535236625514403,145.68477223504883,0.248730066872428,1536.4,0.26374927064024944,WARNING,WARNING,OK,4.005993709768021,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=4.006; raw_score_verdict=GOOD
20260327_074525,/home/charess/tireguard/data/captures/tire_20260327_074525.jpg,Car,redemo,,SPARE,,Symmetrical,rwdemo,,126.47662680041152,0.10525977366255145,200.751006677477,0.19889724794238683,1374.7777777777778,0.27698695416668595,WARNING,WARNING,WARNING,4.038587698610984,GOOD,25.0,32.0,CRITICAL LOW,,Too much glare (glare_ratio=0.105) | quality_verdict=WARNING | depth_mm=4.039; raw_score_verdict=GOOD
20260327_074512,/home/charess/tireguard/data/captures/tire_20260327_074512.jpg,Car,redemo,,SPARE,,Asymmetrical,rwdemo,,167.82352551504846,0.01918872965751761,45.39916770573634,0.12959568971227947,555.5,0.16565796299644336,WARNING,WARNING,ADVISORY,3.7644720734070356,GOOD,25.0,32.0,CRITICAL LOW,,Blur advisory relaxed by strong tread signal | Too blurry (sharpness=45.4) | quality_verdict=ADVISORY | depth_mm=3.764; raw_score_verdict=GOOD
20260327_074509,/home/charess/tireguard/data/captures/tire_20260327_074509.jpg,Car,redemo,,SPARE,,Asymmetrical,rwdemo,,159.26616909930001,0.015258241879568087,41.25462997390505,0.13619802592355423,602.3,0.16184252105403932,WARNING,WARNING,ADVISORY,3.7550776448536314,GOOD,25.0,32.0,CRITICAL LOW,,Blur advisory relaxed by strong tread signal | Too blurry (sharpness=41.3) | quality_verdict=ADVISORY | depth_mm=3.755; raw_score_verdict=GOOD
20260327_074502,/home/charess/tireguard/data/captures/tire_20260327_074502.jpg,Car,redemo,,SPARE,,Asymmetrical,rwdemo,,160.46781637114404,0.001015744032503809,84.73895486560401,0.21165014242497848,952.2,0.17493240859338152,WARNING,WARNING,OK,3.7873077285809615,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.787; raw_score_verdict=GOOD
20260327_074333,/home/charess/tireguard/data/captures/tire_20260327_074333.jpg,Car,redemo,,SPARE,,Directional,rwdemo,,161.57591790925125,0.00468975468975469,204.88520229179468,0.35918710918710917,1493.5,0.21186887641167618,WARNING,WARNING,OK,3.8782531585395836,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.878; raw_score_verdict=GOOD
20260327_074146,/home/charess/tireguard/data/captures/tire_20260327_074146.jpg,Car,redemo,,SPARE,,Asymmetrical,rwdemo,,143.9577922077922,0.007134840468173802,187.25605073206754,0.3625941959275293,1507.6666666666667,0.22266330515563285,WARNING,WARNING,OK,3.9048313351022763,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.905; raw_score_verdict=GOOD
20260327_073927,/home/charess/tireguard/data/captures/tire_20260327_073927.jpg,Car,redemo,,FL,,Directional,rwdemo,,178.62411971830986,0.010222626079054975,94.83191726128783,0.2326783280327124,812.3,0.16349955113113046,GOOD,GOOD,OK,3.759157604896285,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.759; raw_score_verdict=GOOD
20260327_073855,/home/charess/tireguard/data/captures/tire_20260327_073855.jpg,Car,redemo,,FL,,Symmetrical,rwdemo,,186.47878805088595,0.010875738300772377,83.19391558613232,0.19715470240799637,668.4,0.16393386227911264,GOOD,GOOD,OK,3.7602269712007024,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.760; raw_score_verdict=GOOD
20260327_073852,/home/charess/tireguard/data/captures/tire_20260327_073852.jpg,Car,redemo,,FL,,Directional,rwdemo,,178.12474443434803,0.020871194911403906,190.3398170310104,0.4001306224443435,2013.0,0.2331132913169325,GOOD,GOOD,OK,3.9305614208586173,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.931; raw_score_verdict=GOOD
20260327_073844,/home/charess/tireguard/data/captures/tire_20260327_073844.jpg,Car,redemo,,FL,,Asymmetrical,rwdemo,,180.80770104497955,0.02036006360745116,82.00487951193553,0.1675658791458428,530.0,0.15771696339067123,GOOD,GOOD,OK,3.7449196455192104,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.745; raw_score_verdict=GOOD
20260327_073757,/home/charess/tireguard/data/captures/tire_20260327_073757.jpg,Car,redemo,,FL,,Symmetrical,rwdemo,,163.28753975465696,0.0007950931394820536,57.93892998764837,0.09512721490231713,317.8,0.09072377230911782,WARNING,WARNING,ADVISORY,3.5799681781189014,WARNING,25.0,32.0,CRITICAL LOW,,Blur advisory relaxed by strong tread signal | Too blurry (sharpness=57.9) | quality_verdict=ADVISORY | depth_mm=3.580; raw_score_verdict=WARNING
20260327_073754,/home/charess/tireguard/data/captures/tire_20260327_073754.jpg,Car,redemo,,FL,,Asymmetrical,rwdemo,,161.75153339391187,0.007780554293502953,117.99479215477311,0.17159813721035894,553.5,0.12879183860867557,GOOD,GOOD,OK,3.6736998439169994,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.674; raw_score_verdict=GOOD
20260327_073709,/home/charess/tireguard/data/captures/tire_20260327_073709.jpg,Car,redemo,,FL,,Asymmetrical,rwdemo,,157.8691503861881,0.0007383007723761926,62.23758908657515,0.13479668332576103,430.9,0.1061729476698204,GOOD,GOOD,ADVISORY,3.6180073296316326,GOOD,25.0,32.0,CRITICAL LOW,,Blur advisory relaxed by strong tread signal | Too blurry (sharpness=62.2) | quality_verdict=ADVISORY | depth_mm=3.618; raw_score_verdict=GOOD
20260327_073534,/home/charess/tireguard/data/captures/tire_20260327_073534.jpg,Car,redemo,,FL,,Asymmetrical,rwdemo,,145.20008680555554,0.0007716049382716049,36.55653561355319,0.09608088991769548,548.7,0.09037390771892567,WARNING,WARNING,ADVISORY,3.579106737178234,WARNING,25.0,32.0,CRITICAL LOW,,Blur advisory relaxed by strong tread signal | Too blurry (sharpness=36.6) | quality_verdict=ADVISORY | depth_mm=3.579; raw_score_verdict=WARNING
20260327_073451,/home/charess/tireguard/data/captures/tire_20260327_073451.jpg,Car,redemo,,FL,,Asymmetrical,rwdemo,,154.1949749228395,0.0021540637860082306,93.80829434190613,0.1716820987654321,1018.4,0.14875890781827533,GOOD,GOOD,OK,3.722863009794523,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.723; raw_score_verdict=GOOD
20260327_073312,/home/charess/tireguard/data/captures/tire_20260327_073312.jpg,Car,redemo,,FL,,Directional,rwdemo,,159.28735439303045,0.0035938526939911343,123.34410090051294,0.28247402497517865,2016.2,0.20765685049485721,GOOD,GOOD,OK,3.8678822559972397,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.868; raw_score_verdict=GOOD
20260327_073303,/home/charess/tireguard/data/captures/tire_20260327_073303.jpg,Car,redemo,,FL,,Symmetrical,rwdemo,,157.69266266728195,0.008893736627931368,106.41078713250238,0.2201479492665464,1553.4,0.19254967877827903,GOOD,GOOD,OK,3.8306851901061036,GOOD,25.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.831; raw_score_verdict=GOOD
20260327_072425,/home/charess/tireguard/data/captures/tire_20260327_072425.jpg,Car,redemo,,FL,,Asymmetrical,rwdemo,,159.78218987341774,0.011683544303797469,94.52739397131869,0.1380759493670886,1060.4,0.09500273370497998,WARNING,WARNING,OK,3.5905038900293476,WARNING,32.0,32.0,GOOD,,quality_verdict=OK | depth_mm=3.591; raw_score_verdict=WARNING
20260327_072419,/home/charess/tireguard/data/captures/tire_20260327_072419.jpg,Car,redemo,,FL,,Asymmetrical,rwdemo,,153.10164556962025,0.008531645569620253,84.77506049927896,0.12074683544303798,916.7,0.10701507374088999,GOOD,GOOD,OK,3.6200808229063433,GOOD,32.0,32.0,GOOD,,quality_verdict=OK | depth_mm=3.620; raw_score_verdict=GOOD
20260327_072234,/home/charess/tireguard/data/captures/tire_20260327_072234.jpg,Car,redemo,,FL,,Asymmetrical,rwdemo,,134.10774683544304,0.0,33.76507709918282,0.059050632911392405,301.0,0.04169464454993613,WARNING,WARNING,ADVISORY,3.45924805061536,REPLACE,32.0,32.0,GOOD,,Blur advisory relaxed by strong tread signal | Too blurry (sharpness=33.8) | quality_verdict=ADVISORY | depth_mm=3.459; raw_score_verdict=REPLACE
20260327_072231,/home/charess/tireguard/data/captures/tire_20260327_072231.jpg,Car,redemo,,FL,,Symmetrical,rwdemo,,159.12330379746837,0.00110126582278481,104.4750521236981,0.24249367088607596,1868.5,0.13004792340578317,GOOD,GOOD,OK,3.6767925915099586,GOOD,32.0,32.0,GOOD,,quality_verdict=OK | depth_mm=3.677; raw_score_verdict=GOOD
20260327_072225,/home/charess/tireguard/data/captures/tire_20260327_072225.jpg,Car,redemo,,FL,,Symmetrical,rwdemo,,149.08635443037974,0.00024050632911392405,154.98103289793303,0.3268101265822785,2530.1,0.14819338880233632,GOOD,GOOD,OK,3.721470581847504,GOOD,32.0,32.0,GOOD,,quality_verdict=OK | depth_mm=3.721; raw_score_verdict=GOOD
20260327_072119,/home/charess/tireguard/data/captures/tire_20260327_072119.jpg,Car,redemo,,FL,,Asymmetrical,rwdemo,,116.43741797900262,0.0,28.68606402539411,0.024011646981627298,115.5,0.018109993734204546,WARNING,WARNING,WARNING,3.4011776303626062,REPLACE,32.0,32.0,GOOD,,Too blurry (sharpness=28.7) | quality_verdict=WARNING | depth_mm=3.401; raw_score_verdict=REPLACE
20260327_072114,/home/charess/tireguard/data/captures/tire_20260327_072114.jpg,Car,redemo,,FL,,Asymmetrical,rwdemo,,142.54203576115486,0.0,15.30476911693027,0.016424704724409447,89.0,0.021786122826687675,REPLACE,REPLACE,WARNING,3.4102290410861213,REPLACE,32.0,32.0,GOOD,,Too blurry (sharpness=15.3) | quality_verdict=WARNING | depth_mm=3.410; raw_score_verdict=REPLACE
20260327_071857,/home/charess/tireguard/data/captures/tire_20260327_071857.jpg,Car,redemo,,FL,,Symmetrical,rwdemo,,155.23289862204723,0.0,78.06524180848928,0.18688484251968504,835.6,0.10376105199255263,GOOD,GOOD,ADVISORY,3.6120687301298195,GOOD,32.0,32.0,GOOD,,Blur advisory relaxed by strong tread signal | Too blurry (sharpness=78.1) | quality_verdict=ADVISORY | depth_mm=3.612; raw_score_verdict=GOOD
20260327_071855,/home/charess/tireguard/data/captures/tire_20260327_071855.jpg,Car,redemo,,FL,,Symmetrical,rwdemo,,167.8762098097113,6.151574803149606e-05,49.60106359233171,0.12926509186351706,531.5,0.09354171826187693,WARNING,WARNING,ADVISORY,3.586906559653773,WARNING,32.0,32.0,GOOD,,Blur advisory relaxed by strong tread signal | Too blurry (sharpness=49.6) | quality_verdict=ADVISORY | depth_mm=3.587; raw_score_verdict=WARNING
20260327_071852,/home/charess/tireguard/data/captures/tire_20260327_071852.jpg,Car,redemo,,FL,,Symmetrical,rwdemo,,170.15594242125985,6.151574803149606e-05,38.805568780028615,0.07787893700787402,272.7,0.05584892838665022,WARNING,WARNING,ADVISORY,3.494098904130074,WARNING,32.0,32.0,GOOD,,Blur advisory relaxed by strong tread signal | Too blurry (sharpness=38.8) | quality_verdict=ADVISORY | depth_mm=3.494; raw_score_verdict=WARNING
20260327_071822,/home/charess/tireguard/data/captures/tire_20260327_071822.jpg,Car,redemo,,FL,,Symmetrical,rwdemo,,149.3959153543307,0.0,48.568423651943334,0.08208251312335958,349.3,0.04226410144764656,WARNING,WARNING,WARNING,3.4606501744638,REPLACE,32.0,32.0,GOOD,,Too blurry (sharpness=48.6) | quality_verdict=WARNING | depth_mm=3.461; raw_score_verdict=REPLACE
20260327_071807,/home/charess/tireguard/data/captures/tire_20260327_071807.jpg,Car,redemo,,FL,,Symmetrical,rwdemo,,149.88685203412072,0.0,79.22498970726294,0.20613927165354332,1001.9,0.10821463079556884,GOOD,GOOD,ADVISORY,3.623034387189597,GOOD,32.0,32.0,GOOD,,Blur advisory relaxed by strong tread signal | Too blurry (sharpness=79.2) | quality_verdict=ADVISORY | depth_mm=3.623; raw_score_verdict=GOOD
20260327_071734,/home/charess/tireguard/data/captures/tire_20260327_071734.jpg,Car,redemo,,FL,,Asymmetrical,rwdemo,,171.01630167322836,0.0,24.29850943546559,0.020853838582677166,127.125,0.02964176482290949,REPLACE,REPLACE,WARNING,3.4295713004072343,REPLACE,32.0,32.0,GOOD,,Too blurry (sharpness=24.3) | quality_verdict=WARNING | depth_mm=3.430; raw_score_verdict=REPLACE
20260327_071716,/home/charess/tireguard/data/captures/tire_20260327_071716.jpg,Car,redemo,,FL,,Asymmetrical,rwdemo,,172.26366408632418,0.2241086089608257,53.604574255011606,0.06758737977949801,256.1111111111111,0.09531822163268411,WARNING,WARNING,WARNING,3.5912806883245434,WARNING,32.0,32.0,GOOD,,Too much glare (glare_ratio=0.224); Too blurry (sharpness=53.6) | quality_verdict=WARNING | depth_mm=3.591; raw_score_verdict=WARNING
20260327_071412,/home/charess/tireguard/data/captures/tire_20260327_071412.jpg,Car,redemo,,FL,,Symmetrical,rwdemo,,185.1153549382716,0.05854552469135803,57.813095667733315,0.12466242283950617,707.0,0.09244772726316573,WARNING,WARNING,ADVISORY,3.584212921425069,WARNING,32.0,32.0,GOOD,,Blur advisory relaxed by strong tread signal | Too blurry (sharpness=57.8) | quality_verdict=ADVISORY | depth_mm=3.584; raw_score_verdict=WARNING
20260327_071251,/home/charess/tireguard/data/captures/tire_20260327_071251.jpg,Car,redemo,,FL,,Symmetrical,rwdemo,,152.71819467826413,0.09224770856715302,87.87321301060466,0.09348695286195287,1296.3,0.14079164592707702,GOOD,GOOD,WARNING,3.70324591858124,GOOD,32.0,32.0,GOOD,,Too much glare (glare_ratio=0.092) | quality_verdict=WARNING | depth_mm=3.703; raw_score_verdict=GOOD
20260326_152644,/home/charess/tireguard/data/captures/tire_20260326_152644.jpg,Motorcycle,raider,,F (Front),,Symmetrical,operator,,184.34669076751948,0.07611234705228032,98.39419294751553,0.1696329254727475,545.5,0.14720877544998673,GOOD,GOOD,WARNING,3.7190462546185725,GOOD,23.0,32.0,CRITICAL LOW,,Too much glare (glare_ratio=0.076) | quality_verdict=WARNING | depth_mm=3.719; raw_score_verdict=GOOD
20260326_152330,/home/charess/tireguard/data/captures/tire_20260326_152330.jpg,Motorcycle,raider,,F (Front),,Asymmetrical,operator,,178.72219132369298,0.0960789766407119,196.27688727108105,0.36551724137931035,1643.0,0.22268539474509916,GOOD,GOOD,WARNING,3.9048857243638997,GOOD,23.0,32.0,CRITICAL LOW,,Too much glare (glare_ratio=0.096) | quality_verdict=WARNING | depth_mm=3.905; raw_score_verdict=GOOD
20260326_152150,/home/charess/tireguard/data/captures/tire_20260326_152150.jpg,Motorcycle,raider,,F (Front),,Directional,operator,,172.35827124724062,0.25861616997792497,314.1554224640622,0.30202814569536424,4365.5,0.2750299521077077,GOOD,GOOD,WARNING,4.033769143827693,GOOD,23.0,32.0,CRITICAL LOW,,Too much glare (glare_ratio=0.259) | quality_verdict=WARNING | depth_mm=4.034; raw_score_verdict=GOOD
20260326_151756,/home/charess/tireguard/data/captures/tire_20260326_151756.jpg,Motorcycle,raider,,F (Front),,Asymmetrical,operator,,180.17932242990653,0.20919559412550068,401.0882861338483,0.39928237650200266,1196.25,0.3564153273804317,GOOD,GOOD,WARNING,2.136875753249368,GOOD,23.0,32.0,CRITICAL LOW,,Too much glare (glare_ratio=0.209) | quality_verdict=WARNING | depth_mm=4.234; raw_score_verdict=GOOD
20260326_151729,/home/charess/tireguard/data/captures/tire_20260326_151729.jpg,Motorcycle,raider,,F (Front),,Asymmetrical,operator,,192.43983644859813,0.27520026702269695,365.98150780368485,0.34621161548731644,1037.25,0.29744448641649723,GOOD,GOOD,WARNING,2.713745337002615,GOOD,23.0,32.0,CRITICAL LOW,,Too much glare (glare_ratio=0.275) | quality_verdict=WARNING | depth_mm=4.089; raw_score_verdict=GOOD
20260326_151722,/home/charess/tireguard/data/captures/tire_20260326_151722.jpg,Motorcycle,raider,,F (Front),,Symmetrical,operator,,233.76326769025368,0.750417222963952,215.36427234950338,0.1466121495327103,251.0,0.13185127396840704,GOOD,GOOD,WARNING,4.333625365434203,GOOD,23.0,32.0,CRITICAL LOW,,Too bright (brightness=233.8); Too much glare (glare_ratio=0.750) | quality_verdict=WARNING | depth_mm=3.681; raw_score_verdict=GOOD
20260326_151632,/home/charess/tireguard/data/captures/tire_20260326_151632.jpg,Motorcycle,raider,,F (Front),,Asymmetrical,operator,,139.30763578170416,0.17128253698683824,386.79634172225803,0.31887063587968256,3897.7,0.40827772757784425,GOOD,GOOD,WARNING,1.629542964276205,GOOD,23.0,32.0,CRITICAL LOW,,Too much glare (glare_ratio=0.171) | quality_verdict=WARNING | depth_mm=4.362; raw_score_verdict=GOOD
20260326_150940,/home/charess/tireguard/data/captures/tire_20260326_150940.jpg,Motorcycle,raider,,F (Front),,Asymmetrical,operator,,177.51546882436935,0.07545857284077179,469.9406319827877,0.5660674404129902,10307.333333333334,0.3108499906134816,GOOD,GOOD,WARNING,2.5826088719342892,GOOD,23.0,32.0,CRITICAL LOW,,Too much glare (glare_ratio=0.075) | quality_verdict=WARNING | depth_mm=4.122; raw_score_verdict=GOOD
20260326_150928,/home/charess/tireguard/data/captures/tire_20260326_150928.jpg,Motorcycle,raider,,F (Front),,Asymmetrical,operator,,166.6306886830447,0.018489364039102257,339.49164997116776,0.42869695749276904,3345.4285714285716,0.23878306871401472,GOOD,GOOD,OK,3.287588054170281,GOOD,23.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=3.945; raw_score_verdict=GOOD
20260326_150627,/home/charess/tireguard/data/captures/tire_20260326_150627.jpg,Motorcycle,raider,,F (Front),,Asymmetrical,operator,,156.9366801697531,0.048787937242798354,493.7787456264702,0.5767907664609053,11960.333333333334,0.3653440889101562,GOOD,GOOD,OK,2.049532061640251,GOOD,23.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=4.256; raw_score_verdict=GOOD
20260326_150508,/home/charess/tireguard/data/captures/tire_20260326_150508.jpg,Motorcycle,raider,,F (Front),,Asymmetrical,operator,,155.90330825617283,0.03975372942386831,542.2154545457674,0.5896990740740741,36684.0,0.3233208557799924,GOOD,GOOD,OK,2.4606153124046273,GOOD,23.0,32.0,CRITICAL LOW,,quality_verdict=OK | depth_mm=4.153; raw_score_verdict=GOOD
20260326_145510,/home/charess/tireguard/data/captures/tire_20260326_145510.jpg,Car,raider,,FL,,Asymmetrical,operator,,161.31868891460906,0.09722222222222222,308.02468307834414,0.3051536779835391,1888.3,0.2270909934654077,GOOD,GOOD,WARNING,3.4019632686258556,GOOD,30.0,32.0,WARN LOW,,Too much glare (glare_ratio=0.097) | quality_verdict=WARNING | depth_mm=3.916; raw_score_verdict=GOOD
20260326_144745,/home/charess/tireguard/data/captures/tire_20260326_144745.jpg,Motorcycle,raider,,F (Front),,Asymmetrical,operator,,178.1230066872428,0.1604616769547325,531.5061415069063,0.548048482510288,5682.166666666667,0.2703020511948903,GOOD,GOOD,WARNING,2.9792603788843106,GOOD,30.0,32.0,WARN LOW,,Too much glare (glare_ratio=0.160) | quality_verdict=WARNING | depth_mm=4.022; raw_score_verdict=GOOD
20260326_144542,/home/charess/tireguard/data/captures/tire_20260326_144542.jpg,Motorcycle,raider,,F (Front),,Asymmetrical,operator,,127.7387795781893,0.0026684670781893004,409.32354350239336,0.42896412037037035,3812.1428571428573,0.2525633971306994,GOOD,GOOD,OK,3.1527849516915882,GOOD,30.0,32.0,WARN LOW,,quality_verdict=OK | depth_mm=3.978; raw_score_verdict=GOOD
20260326_144450,/home/charess/tireguard/data/captures/tire_20260326_144450.jpg,Motorcycle,raider,,F (Front),,Asymmetrical,operator,,173.1432934670782,0.13676697530864199,348.8627921312467,0.4946630658436214,3075.5,0.31506843868618156,GOOD,GOOD,WARNING,2.54134280986013,GOOD,30.0,32.0,WARN LOW,,Too much glare (glare_ratio=0.137) | quality_verdict=WARNING | depth_mm=4.132; raw_score_verdict=GOOD
